Name,Description,Programming languages,Forks count,Stars count,Commits count,Pull requests count,Contributors count,Releases counts,Url
MLEveryday practicalAI-cn,AI实战-practicalAI 中文版,['Jupyter Notebook'],1384,6492,61,0,8,0,https://github.com/MLEveryday/practicalAI-cn
mesop-dev mesop,Rapidly build AI apps in Python,"['Python', 'TypeScript', 'Starlark', 'JavaScript', 'Jupyter Notebook', 'HTML', 'Other']",336,6491,1453,15,30,46,https://github.com/mesop-dev/mesop
NVIDIA garak,the LLM vulnerability scanner,"['Python', 'Other']",702,6486,3125,35,65,26,https://github.com/NVIDIA/garak
Anxcye anx-reader,"Featuring powerful AI capabilities and supporting various e-book formats, it makes reading smarter and more focused.","['Dart', 'Inno Setup', 'C++', 'CMake', 'Swift', 'Ruby', 'Other']",410,6473,1931,0,10,96,https://github.com/Anxcye/anx-reader
adap flower,Flower: A Friendly Federated AI Framework,"['Python', 'Jupyter Notebook', 'Swift', 'TypeScript', 'Smarty', 'Shell', 'Other']",1108,6468,4366,189,171,39,https://github.com/adap/flower
crestalnetwork intentkit,"An open and fair framework for everyone to build AI agents equipped with powerful skills. Launch your agent, improve the world, your wallet, or both!","['Python', 'Other']",688,6455,2524,15,18,703,https://github.com/crestalnetwork/intentkit
lyogavin airllm,AirLLM 70B inference with single 4GB GPU,"['Jupyter Notebook', 'Python', 'Shell']",508,6451,269,1,8,0,https://github.com/lyogavin/airllm
flashlight wav2letter,Facebook AI Research's Automatic Speech Recognition Toolkit,"['C++', 'Python', 'Jupyter Notebook', 'Shell', 'CMake', 'Perl', 'Other']",1001,6444,475,9,38,2,https://github.com/flashlight/wav2letter
rockbenben ChatGPT-Shortcut,"🚀💪Maximize your efficiency and productivity, support for English,中文,Español,العربية. 让生产力加倍的AI快捷指令。更有效地定制、保存和分享自己的提示词。在提示词分享社区中，轻松找到适用于不同场景的指令。","['TypeScript', 'Other']",733,6444,511,0,6,20,https://github.com/rockbenben/ChatGPT-Shortcut
firebase firebase-ios-sdk,Firebase SDK for Apple App Development,"['C++', 'Objective-C', 'Swift', 'Objective-C++', 'C', 'Ruby', 'Other']",1698,6439,8150,103,264,146,https://github.com/firebase/firebase-ios-sdk
purocean yn,"A highly extensible Markdown editor. Version control, AI Copilot, mind map, documents encryption, code snippet running, integrated terminal, chart embedding, HTML applets, Reveal.js, plug-in, and macro replacement.","['TypeScript', 'Vue', 'JavaScript', 'CSS', 'SCSS', 'HTML']",934,6424,4015,1,9,275,https://github.com/purocean/yn
Moonvy OpenPromptStudio,🥣 AIGC 提示词可视化编辑器 | OPS | Open Prompt Studio,"['Vue', 'TypeScript', 'JavaScript', 'SCSS', 'HTML']",753,6423,97,5,8,0,https://github.com/Moonvy/OpenPromptStudio
clearml clearml,"ClearML - Auto-Magical CI/CD to streamline your AI workload. Experiment Management, Data Management, Pipeline, Orchestration, Scheduling & Serving in one MLOps/LLMOps solution",['Python'],724,6384,2586,11,103,109,https://github.com/clearml/clearml
dair-ai ML-Course-Notes,🎓 Sharing machine learning course / lecture notes.,[],842,6353,61,1,3,0,https://github.com/dair-ai/ML-Course-Notes
NeoVertex1 SuperPrompt,SuperPrompt is an attempt to engineer prompts that might help us understand AI agents.,[],585,6295,54,3,11,0,https://github.com/NeoVertex1/SuperPrompt
superagent-ai superagent,Superagent provides purpose-trained guardrails that make AI-agents secure and compliant.,"['Rust', 'JavaScript', 'TypeScript', 'Python']",946,6280,108,0,65,0,https://github.com/superagent-ai/superagent
SkalskiP courses,This repository is a curated collection of links to various courses and resources about Artificial Intelligence (AI),['Python'],565,6240,94,6,14,0,https://github.com/SkalskiP/courses
lavague-ai LaVague,Large Action Model framework to develop AI Web Agents,"['Python', 'TypeScript', 'Jupyter Notebook', 'JavaScript', 'HTML', 'Gherkin', 'SCSS']",573,6216,716,5,28,0,https://github.com/lavague-ai/LaVague
Shaunwei RealChar,"🎙️🤖Create, Customize and Talk to your AI Character/Companion in Realtime (All in One Codebase!). Have a natural seamless conversation with AI everywhere (mobile, web and terminal) using LLM OpenAI GPT3.5/4, Anthropic Claude2, Chroma Vector DB, Whisper Speech2Text, ElevenLabs Text2Speech🎙️🤖","['JavaScript', 'Python', 'Swift', 'Kotlin', 'Dockerfile', 'CSS', 'Other']",779,6207,679,7,37,67,https://github.com/Shaunwei/RealChar
MaterializeInc materialize,"The live data layer for apps and AI agents Create up-to-the-second views into your business, just using SQL","['Rust', 'Python', 'C++', 'Shell', 'JavaScript', 'Dockerfile', 'Other']",485,6182,46805,434,152,0,https://github.com/MaterializeInc/materialize
aisingapore TagUI,Free RPA tool by AI Singapore,"['JavaScript', 'C#', 'PHP', 'Batchfile', 'Shell', 'Python', 'Other']",634,6170,1653,0,19,23,https://github.com/aisingapore/TagUI
rustformers llm,"[Unmaintained, see README] An ecosystem of Rust libraries for working with large language models","['Rust', 'Other']",372,6136,1093,0,46,1,https://github.com/rustformers/llm
BloopAI vibe-kanban,Kanban board to manage your AI coding agents,"['Rust', 'TypeScript', 'CSS', 'JavaScript', 'PLpgSQL', 'Shell', 'Other']",618,6135,1122,20,28,128,https://github.com/BloopAI/vibe-kanban
mishushakov llm-scraper,Turn any webpage into structured data using LLMs,['TypeScript'],365,6117,103,7,2,0,https://github.com/mishushakov/llm-scraper
nickscamara open-deep-research,An open source deep research clone. AI Agent that reasons large amounts of web data extracted with Firecrawl,"['TypeScript', 'JavaScript', 'Other']",744,6113,46,5,11,1,https://github.com/nickscamara/open-deep-research
Nutlope logocreator,A free + OSS logo generator powered by Flux on Together AI,"['TypeScript', 'CSS', 'JavaScript']",570,6106,74,3,4,0,https://github.com/Nutlope/logocreator
swyxio ai-notes,"notes for software engineers getting up to speed on new AI developments. Serves as datastore for https://latent.space writing, and product brainstorming, but has cleaned up canonical references under the /Resources folder.",['HTML'],534,6104,1716,1,32,0,https://github.com/swyxio/ai-notes
guardrails-ai guardrails,Adding guardrails to large language models.,"['Python', 'Jupyter Notebook', 'Other']",483,6086,3032,2,71,56,https://github.com/guardrails-ai/guardrails
creativetimofficial david-ai,"David AI is a free and open-source collection of customizable, production-ready UI components built with Tailwind CSS.","['HTML', 'TypeScript', 'JavaScript']",924,6051,400,2,14,8,https://github.com/creativetimofficial/david-ai
Swift-AI Swift-AI,The Swift machine learning library.,['Swift'],552,6049,341,0,17,2,https://github.com/Swift-AI/Swift-AI
e2b-dev fragments,Open-source Next.js template for building apps that are fully generated by AI. By E2B.,"['TypeScript', 'CSS', 'Other']",830,6025,277,6,16,0,https://github.com/e2b-dev/fragments
steel-dev steel-browser,🔥 Open Source Browser API for AI Agents & Apps. Steel Browser is a batteries-included browser sandbox that lets you automate the web without worrying about infrastructure.,"['TypeScript', 'EJS', 'CSS', 'Dockerfile', 'JavaScript', 'Shell', 'HTML']",913,6008,223,7,21,20,https://github.com/steel-dev/steel-browser
PrefectHQ marvin,an ambient intelligence library,"['Python', 'Other']",389,6006,3954,2,62,84,https://github.com/PrefectHQ/marvin
sindresorhus awesome-chatgpt,🤖 Awesome list for ChatGPT — an artificial intelligence chatbot developed by OpenAI,[],381,5975,82,1,45,0,https://github.com/sindresorhus/awesome-chatgpt
lrsjng h5ai,"HTTP web server index for Apache httpd, lighttpd and nginx.","['JavaScript', 'PHP', 'Less', 'Other']",625,5972,1579,18,51,4,https://github.com/lrsjng/h5ai
EwingYangs awesome-open-gpt,Collection of Open Source Projects Related to GPT，GPT相关开源项目合集🚀、精选🔥🔥,['Python'],544,5968,95,1,12,0,https://github.com/EwingYangs/awesome-open-gpt
kuafuai DevOpsGPT,Multi agent system for AI-driven software development. Combine LLM with DevOps tools to convert natural language requirements into working software. Supports any development language and extends the existing code.,"['HTML', 'JavaScript', 'Python', 'Less', 'CSS', 'Smarty', 'Other']",726,5966,301,2,13,2,https://github.com/kuafuai/DevOpsGPT
paperswithcode ai-deadlines,⏰ AI conference deadline countdowns,"['JavaScript', 'HTML', 'Ruby', 'CSS', 'Python']",1035,5962,1445,42,241,0,https://github.com/paperswithcode/ai-deadlines
aliasrobotics cai,"Cybersecurity AI (CAI), the framework for AI Security","['Python', 'Other']",824,5930,1053,4,89,0,https://github.com/aliasrobotics/cai
ComposioHQ awesome-claude-skills,"A curated list of awesome Claude Skills, resources, and tools for customizing Claude AI workflows","['Python', 'JavaScript', 'Shell']",718,5928,25,3,4,0,https://github.com/ComposioHQ/awesome-claude-skills
snorkel-team snorkel,A system for quickly generating training data with weak supervision,['Python'],859,5928,2693,0,72,16,https://github.com/snorkel-team/snorkel
a16z-infra companion-app,AI companions with memory: a lightweight stack to create and host your own AI companions,"['TypeScript', 'JavaScript', 'PLpgSQL', 'Dockerfile', 'CSS']",968,5921,223,11,9,0,https://github.com/a16z-infra/companion-app
amusi AI-Job-Notes,AI算法岗求职攻略（涵盖准备攻略、刷题指南、内推和AI公司清单等资料）,[],669,5909,32,0,0,0,https://github.com/amusi/AI-Job-Notes
pinokiocomputer pinokio,AI Browser,"['JavaScript', 'HTML', 'Other']",561,5901,275,7,0,275,https://github.com/pinokiocomputer/pinokio
google adk-go,"An open-source, code-first Go toolkit for building, evaluating, and deploying sophisticated AI agents with flexibility and control.","['Go', 'HTML', 'JavaScript']",393,5889,244,34,24,1,https://github.com/google/adk-go
aimhubio aim,Aim 💫 — An easy-to-use & supercharged open-source experiment tracker.,"['Python', 'Cython', 'JavaScript', 'HTML', 'CSS', 'Shell', 'Other']",361,5887,2264,40,83,71,https://github.com/aimhubio/aim
MadcowD ell,A language model programming library.,"['Python', 'JavaScript', 'Other']",352,5845,661,16,39,0,https://github.com/MadcowD/ell
PawanOsman ChatGPT,OpenAI API Free Reverse Proxy,"['TypeScript', 'Dockerfile', 'Other']",1022,5837,92,0,11,0,https://github.com/PawanOsman/ChatGPT
Maciek-roboblog Claude-Code-Usage-Monitor,Real-time Claude Code usage monitor with predictions and warnings,['Python'],281,5819,136,11,6,11,https://github.com/Maciek-roboblog/Claude-Code-Usage-Monitor
JimmyLv BibiGPT-v1,"BibiGPT v1 · one-Click AI Summary for Audio/Video & Chat with Learning Content: Bilibili | YouTube | Tweet丨TikTok丨Dropbox丨Google Drive丨Local files | Websites丨Podcasts | Meetings | Lectures, etc. 音视频内容 AI 一键总结 & 对话：哔哩哔哩丨YouTube丨推特丨小红书丨抖音丨快手丨百度网盘丨阿里云盘丨网页丨播客丨会议丨本地文件等 (原 BiliGPT 省流神器 & AI课代表)","['TypeScript', 'CSS', 'JavaScript', 'Other']",773,5796,481,2,7,32,https://github.com/JimmyLv/BibiGPT-v1
lance-format lance,"Open Lakehouse Format for Multimodal AI. Convert from Parquet in 2 lines of code for 100x faster random access, vector index, and data versioning. Compatible with Pandas, DuckDB, Polars, Pyarrow, and PyTorch with more integrations coming..","['Rust', 'Python', 'Java', 'Jupyter Notebook', 'Shell', 'C']",492,5788,3183,107,149,371,https://github.com/lance-format/lance
multimodal-art-projection YuE,"YuE: Open Full-song Music Generation Foundation Model, something similar to Suno.ai but open","['Python', 'C++', 'Shell', 'Makefile']",668,5781,135,1,9,0,https://github.com/multimodal-art-projection/YuE
santinic how2,AI for the Command Line,"['JavaScript', 'Shell', 'Dockerfile']",152,5769,233,3,13,4,https://github.com/santinic/how2
microsoft call-center-ai,"Send a phone call from AI agent, in an API call. Or, directly call the bot from the configured phone number!","['Python', 'Bicep', 'Jinja', 'Makefile', 'Dockerfile']",643,5767,1554,20,3,228,https://github.com/microsoft/call-center-ai
OpenCSGs csghub,"CSGHub is a brand-new open-source platform for managing LLMs, developed by the OpenCSG team. It offers both open-source and on-premise/SaaS solutions, with features comparable to Hugging Face. Gain full control over the lifecycle of LLMs, datasets, and agents, with Python SDK compatibility with Hugging Face. Join us! ⭐️","['Vue', 'JavaScript', 'Go', 'CSS', 'HTML', 'Makefile']",713,5756,724,21,31,26,https://github.com/OpenCSGs/csghub
grab cursor-talk-to-figma-mcp,"TalkToFigma: MCP integration between Cursor and Figma, allowing Cursor Agentic AI to communicate with Figma for reading designs and modifying them programmatically.","['JavaScript', 'HTML', 'TypeScript', 'Other']",614,5752,115,14,5,0,https://github.com/grab/cursor-talk-to-figma-mcp
aidlearning AidLearning-FrameWork,"🔥🔥🔥AidLearning is a powerful AIOT development platform, AidLearning builds a linux env supporting GUI, deep learning and visual IDE on Android...Now Aid supports CPU+GPU+NPU for inference with high performance acceleration...Linux on Android or HarmonyOS","['Python', 'Java', 'Shell']",712,5732,759,2,4,26,https://github.com/aidlearning/AidLearning-FrameWork
olimorris codecompanion.nvim,"✨ AI Coding, Vim Style","['Lua', 'Other']",333,5722,2488,23,146,371,https://github.com/olimorris/codecompanion.nvim
fastai courses,fast.ai Courses,"['Jupyter Notebook', 'Other']",2719,5703,172,38,41,0,https://github.com/fastai/courses
logancyang obsidian-copilot,THE Copilot in Obsidian,"['TypeScript', 'Other']",492,5702,773,6,43,99,https://github.com/logancyang/obsidian-copilot
Trusted-AI adversarial-robustness-toolbox,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction, Inference - Red and Blue Teams","['Python', 'Other']",1270,5697,13057,10,114,64,https://github.com/Trusted-AI/adversarial-robustness-toolbox
lauragift21 awesome-learning-resources,🔥 Awesome list of resources on Web Development.,[],837,5684,499,14,133,0,https://github.com/lauragift21/awesome-learning-resources
microsoft agent-framework,"A framework for building, orchestrating and deploying AI agents and multi-agent workflows with support for Python and .NET.","['C#', 'Python', 'TypeScript', 'HTML', 'PowerShell', 'CSS']",849,5612,1012,93,82,32,https://github.com/microsoft/agent-framework
facebookresearch mmf,A modular framework for vision & language multimodal research from Facebook AI Research (FAIR),"['Python', 'Other']",941,5606,1108,35,78,2,https://github.com/facebookresearch/mmf
tbphp gpt-load,Multi-channel AI proxy with intelligent key rotation. 智能密钥轮询的多渠道 AI 代理。,"['Go', 'Vue', 'TypeScript', 'CSS', 'JavaScript', 'Makefile', 'Other']",523,5604,472,0,15,40,https://github.com/tbphp/gpt-load
PySpur-Dev pyspur,A visual playground for agentic workflows: Iterate over your agents 10x faster,"['TypeScript', 'Python', 'JavaScript', 'CSS', 'Shell', 'HTML', 'Other']",416,5601,3230,0,17,40,https://github.com/PySpur-Dev/pyspur
timescale pgai,"A suite of tools to develop RAG, semantic search, and other AI applications more easily with PostgreSQL","['PLpgSQL', 'Python', 'Just', 'Jinja', 'Dockerfile', 'JavaScript']",288,5542,1021,25,35,43,https://github.com/timescale/pgai
dair-ai Mathematics-for-ML,🧮 A collection of resources to learn mathematics for machine learning,[],591,5536,22,0,4,0,https://github.com/dair-ai/Mathematics-for-ML
Klavis-AI klavis,Klavis AI (YC X25): MCP integration platforms that let AI agents use tools reliably at any scale,"['Python', 'TypeScript', 'Go', 'JavaScript', 'Other']",507,5494,910,49,38,64,https://github.com/Klavis-AI/klavis
MervinPraison PraisonAI,"PraisonAI is a production-ready Multi AI Agents framework, designed to create AI Agents to automate and solve problems ranging from simple tasks to complex challenges. It provides a low-code solution to streamline the building and management of multi-agent LLM systems, emphasising simplicity, customisation, and effective human-agent collaboration.","['Python', 'TypeScript', 'Shell', 'JavaScript', 'Dockerfile', 'Ruby']",741,5492,2212,16,28,260,https://github.com/MervinPraison/PraisonAI
chaiNNer-org chaiNNer,"A node-based image processing GUI aimed at making chaining image processing tasks easy and customizable. Born as an AI upscaling application, chaiNNer has grown into an extremely flexible and powerful programmatic image processing application.","['Python', 'TypeScript', 'Other']",330,5466,2137,24,38,89,https://github.com/chaiNNer-org/chaiNNer
kyegomez swarms,The Enterprise-Grade Production-Ready Multi-Agent Orchestration Framework. Website: https://swarms.ai,"['Python', 'Other']",691,5462,4702,27,42,140,https://github.com/kyegomez/swarms
aiogram aiogram,aiogram is a modern and fully asynchronous framework for Telegram Bot API written in Python using asyncio,"['Python', 'Other']",915,5450,2165,15,122,89,https://github.com/aiogram/aiogram
superdesigndev superdesign,AI Product Design Agent - Open Source,"['TypeScript', 'CSS', 'JavaScript']",602,5437,147,7,6,0,https://github.com/superdesigndev/superdesign
huggingface alignment-handbook,Robust recipes to align language models with human and AI preferences,"['Python', 'Shell', 'Makefile']",464,5434,113,3,32,0,https://github.com/huggingface/alignment-handbook
henrythe9th AI-Crash-Course,AI Crash Course to help busy builders catch up to the public frontier of AI research in 2 weeks,[],758,5423,13,3,0,0,https://github.com/henrythe9th/AI-Crash-Course
ikaijua Awesome-AITools,Collection of AI-related utilities. Welcome to submit issues and pull requests /收藏AI相关的实用工具，欢迎提交issues 或者pull requests,[],386,5418,554,3,24,0,https://github.com/ikaijua/Awesome-AITools
antiwork shortest,QA via natural language AI tests,"['TypeScript', 'JavaScript', 'Other']",332,5417,747,0,29,12,https://github.com/antiwork/shortest
ddean2009 MoneyPrinterPlus,"AI一键批量生成各类短视频,自动批量混剪短视频,自动把视频发布到抖音,快手,小红书,视频号上,赚钱从来没有这么容易过! 支持本地语音模型chatTTS,fasterwhisper,GPTSoVITS,支持云语音：Azure,阿里云,腾讯云。支持Stable diffusion,comfyUI直接AI生图。Generate short videos with one click using AI LLM,print money together! support:chatTTS,faster-whisper,GPTSoVITS,Azure,tencent Cloud,Ali Cloud.","['Python', 'Other']",1009,5398,197,0,3,12,https://github.com/ddean2009/MoneyPrinterPlus
loks666 get_jobs,💼【AI找工作助手】全平台自动投简历脚本：(boss、前程无忧、猎聘、智联招聘),"['Java', 'TypeScript', 'JavaScript', 'Other']",690,5389,642,1,69,3,https://github.com/loks666/get_jobs
winfunc deepreasoning,A high-performance LLM inference API and Chat UI that integrates DeepSeek R1's CoT reasoning traces with Anthropic Claude models.,['Rust'],448,5361,9,3,2,1,https://github.com/winfunc/deepreasoning
Fanghua-Yu SUPIR,SUPIR aims at developing Practical Algorithms for Photo-Realistic Image Restoration In the Wild. Our new online demo is also released at suppixel.ai.,"['Python', 'JavaScript', 'Other']",464,5356,40,7,4,0,https://github.com/Fanghua-Yu/SUPIR
TaskingAI TaskingAI,The open source platform for AI-native application development.,"['Python', 'TypeScript', 'SCSS', 'CSS', 'Shell', 'Dockerfile']",356,5354,414,12,16,7,https://github.com/TaskingAI/TaskingAI
VoltAgent awesome-claude-code-subagents,"Production-ready Claude subagents collection with 100+ specialized AI agents for full-stack development, DevOps, data science, and business operations.",[],579,5343,62,1,8,0,https://github.com/VoltAgent/awesome-claude-code-subagents
BrainBlend-AI atomic-agents,"Building AI agents, atomically","['Python', 'PowerShell']",439,5327,812,1,27,49,https://github.com/BrainBlend-AI/atomic-agents
github CopilotForXcode,AI coding assistant for Xcode,"['Swift', 'Rich Text Format', 'TypeScript', 'CSS', 'Shell', 'JavaScript', 'Other']",1587,5313,81,0,4,76,https://github.com/github/CopilotForXcode
airweave-ai airweave,Context retrieval for AI agents across apps and databases,"['Python', 'TypeScript', 'MDX', 'Shell', 'CSS', 'JavaScript', 'Other']",640,5307,3066,27,28,288,https://github.com/airweave-ai/airweave
flybywiresim aircraft,The A32NX & A380X Project are community driven open source projects to create free Airbus aircraft in Microsoft Flight Simulator that are as close to reality as possible.,"['TypeScript', 'C++', 'Rust', 'C', 'SCSS', 'JavaScript', 'Other']",1129,5296,5111,117,286,103,https://github.com/flybywiresim/aircraft
jacklandrin OnlySwitch,"⚙️ All-in-One menu bar app, hide 💻MacBook Pro's notch, dark mode, AirPods, Shortcuts","['Swift', 'Objective-C', 'Shell']",224,5286,897,0,21,76,https://github.com/jacklandrin/OnlySwitch
mbadry1 DeepLearning.ai-Summary,This repository contains my personal notes and summaries on DeepLearning.ai specialization courses. I've enjoyed every little bit of the course hope you enjoy my notes too.,['Python'],2452,5275,440,8,22,0,https://github.com/mbadry1/DeepLearning.ai-Summary
Infrasys-AI AIInfra,AIInfra（AI 基础设施）指AI系统从底层芯片等硬件，到上层软件栈支持AI大模型训练和推理。,"['Jupyter Notebook', 'Smalltalk', 'Python', 'C++', 'CSS', 'JavaScript']",731,5266,1228,0,63,0,https://github.com/Infrasys-AI/AIInfra
11cafe jaaz,The world's first open-source multimodal creative assistant This is a substitute for Canva and Manus that prioritizes privacy and is usable locally.,"['TypeScript', 'Python', 'JavaScript', 'CSS']",470,5266,1047,8,11,27,https://github.com/11cafe/jaaz
crewAIInc crewAI-examples,A collection of examples that show how to use CrewAI framework to automate workflows.,"['Jupyter Notebook', 'Python', 'HTML', 'Other']",1909,5252,227,66,58,0,https://github.com/crewAIInc/crewAI-examples
superduper-io superduper,Superduper: End-to-end framework for building custom AI applications and agents.,"['Python', 'Jupyter Notebook']",531,5232,2681,5,44,86,https://github.com/superduper-io/superduper
qodo-ai qodo-cover,Qodo-Cover: An AI-Powered Tool for Automated Test Generation and Code Coverage Enhancement! 💻🤖🧪🐞,"['Python', 'Tree-sitter Query', 'Shell', 'JavaScript', 'TypeScript', 'Java', 'Other']",485,5223,260,9,28,50,https://github.com/qodo-ai/qodo-cover
jeinlee1991 chinese-llm-benchmark,ReLE评测：中文AI大模型能力评测（持续更新）：目前已囊括318个大模型，覆盖chatgpt、gpt-5.1、o4-mini、谷歌gemini-3-pro、Claude-4.5、文心ERNIE-X1.1、ERNIE-5.0-Thinking、qwen3-max、百川、讯飞星火、商汤senseChat等商用模型， 以及kimi-k2、ernie4.5、minimax-M2、deepseek-v3.2、qwen3-2507、llama4、智谱GLM-4.6、gemma3、mistral等开源大模型。不仅提供排行榜，也提供规模超200万的大模型缺陷库！方便广大社区研究分析、改进大模型。,[],209,5220,380,0,0,59,https://github.com/jeinlee1991/chinese-llm-benchmark
smtg-ai claude-squad,"Manage multiple AI terminal agents like Claude Code, Aider, Codex, OpenCode, and Amp.","['Go', 'Shell', 'TypeScript', 'CSS', 'JavaScript']",350,5218,196,17,9,14,https://github.com/smtg-ai/claude-squad
a-ghorbani pocketpal-ai,An app that brings language models directly to your phone.,"['TypeScript', 'Kotlin', 'Swift', 'JavaScript', 'Ruby', 'Objective-C++', 'Objective-C']",487,5199,254,6,15,55,https://github.com/a-ghorbani/pocketpal-ai
aigc-apps sd-webui-EasyPhoto,📷 EasyPhoto | Your Smart AI Photo Generator.,"['Python', 'Other']",405,5191,190,0,25,0,https://github.com/aigc-apps/sd-webui-EasyPhoto
microsoft SynapseML,Simple and Distributed Machine Learning,"['Scala', 'Python', 'JavaScript', 'Dockerfile', 'Shell', 'CSS']",854,5188,1730,60,130,70,https://github.com/microsoft/SynapseML
Open-LLM-VTuber Open-LLM-VTuber,"Talk to any LLM with hands-free voice interaction, voice interruption, and Live2D taking face running locally across platforms","['Python', 'JavaScript', 'HTML']",649,5186,904,18,31,19,https://github.com/Open-LLM-VTuber/Open-LLM-VTuber
sql-machine-learning sqlflow,Brings SQL and AI together.,"['Go', 'Python', 'Shell', 'Java', 'JavaScript', 'Yacc', 'Other']",705,5185,2222,5,38,0,https://github.com/sql-machine-learning/sqlflow
novicezk midjourney-proxy,代理 MidJourney 的discord频道，实现api形式调用AI绘图,"['Java', 'Dockerfile', 'Shell']",2452,5178,229,9,13,0,https://github.com/novicezk/midjourney-proxy
modelscope FunClip,"Open-source, accurate and easy-to-use video speech recognition & clipping tool, LLM based AI clipping intergrated.","['Python', 'Shell']",616,5175,218,0,12,0,https://github.com/modelscope/FunClip
aimeos aimeos,"Integrated online shop based on Laravel 11 and the Aimeos e-commerce framework for ultra-fast online shops, scalable marketplaces, complex B2B applications and #gigacommerce","['JavaScript', 'PHP', 'Blade', 'CSS']",307,5170,346,1,7,0,https://github.com/aimeos/aimeos
dnhkng GLaDOS,"This is the Personality Core for GLaDOS, the first steps towards a real-life implementation of the AI from the Portal series by Valve.","['Python', 'Jupyter Notebook', 'Other']",387,5153,231,6,19,0,https://github.com/dnhkng/GLaDOS
coze-dev coze-loop,"Next-generation AI Agent Optimization Platform: Cozeloop addresses challenges in AI agent development by providing full-lifecycle management capabilities from development, debugging, and evaluation to monitoring.","['Go', 'TypeScript', 'Thrift', 'JavaScript', 'Less', 'Shell', 'Other']",703,5130,134,18,32,6,https://github.com/coze-dev/coze-loop
volcano-sh volcano,A Cloud Native Batch System (Project under CNCF),"['Go', 'Shell', 'Other']",1221,5119,6114,135,296,40,https://github.com/volcano-sh/volcano
firebase genkit,"Open-source framework for building AI-powered apps in JavaScript, Go, and Python, built and used in production by Google","['TypeScript', 'Go', 'Python', 'Shell', 'JavaScript', 'CSS']",602,5110,4420,156,128,125,https://github.com/firebase/genkit
AgentOps-AI agentops,"Python SDK for AI agent monitoring, LLM cost tracking, benchmarking, and more. Integrates with most LLMs and agent frameworks including CrewAI, Agno, OpenAI Agents SDK, Langchain, Autogen, AG2, and CamelAI","['Python', 'TypeScript', 'PLpgSQL', 'Shell', 'CSS', 'JavaScript', 'Other']",497,5108,809,33,53,108,https://github.com/AgentOps-AI/agentops
lharries whatsapp-mcp,WhatsApp MCP server,"['Go', 'Python']",809,5107,27,36,6,1,https://github.com/lharries/whatsapp-mcp
chatopera Synonyms,🌿 中文近义词：聊天机器人，智能问答工具包,"['Python', 'Shell']",889,5101,170,0,9,24,https://github.com/chatopera/Synonyms
langchain-ai open-swe,An Open-Source Asynchronous Coding Agent,"['TypeScript', 'MDX', 'Other']",693,5101,402,34,14,0,https://github.com/langchain-ai/open-swe
BuilderIO ai-shell,A CLI that converts natural language to shell commands.,"['TypeScript', 'JavaScript']",364,5095,291,7,28,0,https://github.com/BuilderIO/ai-shell
kgateway-dev kgateway,The Cloud-Native API Gateway and AI Gateway,"['Go', 'Shell', 'Makefile', 'Rust', 'Python', 'Smarty', 'Other']",611,5088,4721,36,230,1186,https://github.com/kgateway-dev/kgateway
zenml-io zenml,ZenML 🙏: One AI Platform from Pipelines to Agents. https://zenml.io.,"['Python', 'Shell', 'JavaScript', 'Smarty', 'CSS', 'Dockerfile', 'Other']",559,5079,8344,17,128,148,https://github.com/zenml-io/zenml
BrowserMCP mcp,Browser MCP is a Model Context Provider (MCP) server that allows AI applications to control your browser,"['TypeScript', 'JavaScript']",375,5072,6,7,0,0,https://github.com/BrowserMCP/mcp
louisfb01 start-machine-learning,"A complete guide to start and improve in machine learning (ML), artificial intelligence (AI) in 2025 without ANY background in the field and stay up-to-date with the latest news and state-of-the-art techniques!",[],668,5055,105,2,3,0,https://github.com/louisfb01/start-machine-learning
0xPlaygrounds rig,⚙️🦀 Build modular and scalable LLM Applications in Rust,"['Rust', 'TypeScript', 'Shell', 'Nix', 'Just', 'Makefile']",575,5053,765,22,123,387,https://github.com/0xPlaygrounds/rig
phodal understand-prompt,【🔞🔞🔞 内含不适合未成年人阅读的图片】基于我擅长的编程、绘画、写作展开的 AI 探索和总结：StableDiffusion 是一种强大的图像生成模型，能够通过对一张图片进行演化来生成新的图片。ChatGPT 是一个基于 Transformer 的语言生成模型，它能够自动为输入的主题生成合适的文章。而 Github Copilot 是一个智能编程助手，能够加速日常编程活动。,['Jupyter Notebook'],414,5018,98,0,0,0,https://github.com/phodal/understand-prompt
coleam00 ottomator-agents,All the open source AI Agents hosted on the oTTomator Live Agent Studio platform!,"['Python', 'HTML', 'PLpgSQL', 'TypeScript', 'Shell', 'Dockerfile', 'Other']",1788,5013,91,9,3,0,https://github.com/coleam00/ottomator-agents
wassupjay n8n-free-templates,"A curated set of 200+ plug-and-play n8n workflows that fuse classic automation with today’s AI stack—vector DBs, embeddings, and LLMs. Import any JSON, add your creds, hit Activate, and you’re live. Built to demo, prototype, or drop straight into production.",[],1381,5012,10,2,0,0,https://github.com/wassupjay/n8n-free-templates
ThinkInAIXYZ deepchat,🐬DeepChat - A smart assistant that connects powerful AI to your personal world,"['TypeScript', 'Vue', 'JavaScript', 'CSS', 'NSIS', 'HTML']",586,5011,2544,1,49,48,https://github.com/ThinkInAIXYZ/deepchat
